parent_ticker, parent_cik10, accession           , exhibit_label, exhibit_year, subsidiary_name_raw                                                                                      , jurisdiction_raw                               , ownership_raw                                , footnote_marker, source_path                                             , parse_confidence
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, Noni (SINGAPORE) PTE. LTD.                                                                               ,                                                , Singapore                                    ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, CLPS-Beefinance Holding Limited                                                                          ,                                                , BVI                                          ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, LinkCrypto Finance Technology Limited                                                                    ,                                                , Hong Kong                                    ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, Qinson Ltd.                                                                                              ,                                                , BVI                                          ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, LQE Ltd.                                                                                                 ,                                                , BVI                                          ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, CLPS Technology (Philippines) Corp                                                                       ,                                                , Philippines                                  ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, MSCT Investment Holdings Limited                                                                         ,                                                , BVI                                          ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, MNYC HOLDINGS (HK) LIMITED                                                                               ,                                                , Hong Kong                                    ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, "Haikou Huaqin Minshang Software Development Co., Ltd"                                                   ,                                                , PRC                                          ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, "CLPS Chengdu Co., Ltd."                                                                                 ,                                                , PRC                                          ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, CLPS Investment Management Ltd                                                                           ,                                                , BVI                                          ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, Ridik Technology Canada Limited                                                                          ,                                                , Canada                                       ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, JAJI Global Incorporation                                                                                ,                                                , Cayman Islands                               ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, JAJI Singapore Pte. Ltd.                                                                                 ,                                                , Singapore                                    ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, Qinson Singapore Pte. Ltd                                                                                ,                                                , Singapore                                    ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001013762-23-004641, EX-21.1      ,         2023, Shanghai Yingjia Technology Limited                                                                      ,                                                , PRC                                          ,                , companies\CLPS\exhibits\0001013762-23-004641\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, "Qinheng Co., Limited"                                                                                   ,                                                , Hong Kong                                    ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, "Qiner Co., Limited"                                                                                     ,                                                , Hong Kong                                    ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, "Shanghai Qincheng Information Technology Co., Ltd."                                                     ,                                                , PRC                                          ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, "ChinaLink Professional Services Co., Ltd."                                                              ,                                                , PRC                                          ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, "CLPS Dalian Co., Ltd."                                                                                  ,                                                , PRC                                          ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, "CLPS Ruicheng Co., Ltd."                                                                                ,                                                , PRC                                          ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, "CLPS Beijing Hengtong Co., Ltd."                                                                        ,                                                , PRC                                          ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, "JAJI (Shanghai) Co., Ltd."                                                                              ,                                                , PRC                                          ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, "JAJI (Shanghai) Human Resource Co., Ltd."                                                               ,                                                , PRC                                          ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, CLPS-Ridik Technology (Australia) Pty. Ltd.                                                              ,                                                , Australia                                    ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, CLPS Technology (Singapore) Pte. Ltd.                                                                    ,                                                , Singapore                                    ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, "CLPS Technology (HK) Co., Ltd."                                                                         ,                                                , Hong Kong                                    ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
CLPS         ,   0001724542, 0001213900-22-065082, EX-21.1      ,         2022, "CLPS Shenzhen Co., Ltd."                                                                                ,                                                , PRC                                          ,                , companies\CLPS\exhibits\0001213900-22-065082\EX-21.1.htm, 
