parent_ticker,parent_cik10,accession,exhibit_label,exhibit_year,subsidiary_name_raw,jurisdiction_raw,ownership_raw,footnote_marker,source_path,parse_confidence
NTES,0001110646,0001104659-17-025196,EX-8.1,2017,"Guangzhou Boguan Telecommunication Technology Co., Ltd.",People’s Republic of China,,,companies\NTES\exhibits\0001104659-17-025196\EX-8.1.htm,
NTES,0001110646,0001104659-17-025196,EX-8.1,2017,"NetEase Information Technology (Beijing) Co., Ltd.",People’s Republic of China,,,companies\NTES\exhibits\0001104659-17-025196\EX-8.1.htm,
NTES,0001110646,0001104659-17-025196,EX-8.1,2017,"NetEase Youdao Information Technology (Beijing) Co., Ltd.",People’s Republic of China,,,companies\NTES\exhibits\0001104659-17-025196\EX-8.1.htm,
NTES,0001110646,0001104659-17-025196,EX-8.1,2017,"Hangzhou Langhe Technology Co., Ltd.",People’s Republic of China,,,companies\NTES\exhibits\0001104659-17-025196\EX-8.1.htm,
NTES,0001110646,0001104659-17-025196,EX-8.1,2017,"NetEase (Hangzhou) Network Co., Ltd.",People’s Republic of China,,,companies\NTES\exhibits\0001104659-17-025196\EX-8.1.htm,
NTES,0001110646,0001104659-17-025196,EX-8.1,2017,"Lede Technology Co., Ltd.",People’s Republic of China,,,companies\NTES\exhibits\0001104659-17-025196\EX-8.1.htm,
NTES,0001110646,0001104659-17-025196,EX-8.1,2017,"NetEase Media Technology (Beijing) Co., Ltd.",People’s Republic of China,,,companies\NTES\exhibits\0001104659-17-025196\EX-8.1.htm,
NTES,0001110646,0001104659-17-025196,EX-8.1,2017,"Hangzhou Youmai Technology Co., Ltd.",People’s Republic of China,,,companies\NTES\exhibits\0001104659-17-025196\EX-8.1.htm,
NTES,0001110646,0001104659-17-025196,EX-8.1,2017,"Hangzhou NetEase Yanxuan Trading Co., Ltd.",People’s Republic of China,,,companies\NTES\exhibits\0001104659-17-025196\EX-8.1.htm,
NTES,0001110646,0001104659-17-025196,EX-8.1,2017,"Tianjin Wang Zhi Yi Innovation and Technology Co., Ltd.",People’s Republic of China,,,companies\NTES\exhibits\0001104659-17-025196\EX-8.1.htm,
NTES,0001110646,0001104659-16-113375,EX-8.1,2016,NetEase Interactive Entertainment Limited,British Virgin Islands,,,companies\NTES\exhibits\0001104659-16-113375\EX-8.1.htm,
NTES,0001110646,0001104659-16-113375,EX-8.1,2016,"Lede Inc. (previously named Ujia.com, Inc.)",Cayman Islands,,,companies\NTES\exhibits\0001104659-16-113375\EX-8.1.htm,
NTES,0001110646,0001104659-16-113375,EX-8.1,2016,"NetEase Media, Inc.",Cayman Islands,,,companies\NTES\exhibits\0001104659-16-113375\EX-8.1.htm,
NTES,0001110646,0001104659-16-113375,EX-8.1,2016,"HQG, Inc.",Cayman Islands,,,companies\NTES\exhibits\0001104659-16-113375\EX-8.1.htm,
NTES,0001110646,0001104659-16-113375,EX-8.1,2016,NetEase (Hong Kong) Limited,Hong Kong,,,companies\NTES\exhibits\0001104659-16-113375\EX-8.1.htm,
NTES,0001110646,0001104659-16-113375,EX-8.1,2016,Hong Kong NetEase Interactive Entertainment Limited,Hong Kong,,,companies\NTES\exhibits\0001104659-16-113375\EX-8.1.htm,
NTES,0001110646,0001104659-16-113375,EX-8.1,2016,Lede (Hong Kong) Limited (previously named Ujia (Hong Kong) Limited),Hong Kong,,,companies\NTES\exhibits\0001104659-16-113375\EX-8.1.htm,
NTES,0001110646,0001104659-16-113375,EX-8.1,2016,NetEase Media (Hong Kong) Limited,Hong Kong,,,companies\NTES\exhibits\0001104659-16-113375\EX-8.1.htm,
